Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Djibouti,DJI,1830,,,,27642,
Dominica,DMA,1830,,,,20950,
Dominican Republic,DOM,1830,,,,104994,
Eastern Europe,,1830,,942,,,
Ecuador,ECU,1830,,,,588833,
Egypt,EGY,1830,,,,4332752,
El Salvador,SLV,1830,,,,282402,
Equatorial Guinea,GNQ,1830,,,,88797,
Eritrea,ERI,1830,,,,309325,
Estonia,EST,1830,,,,376880,
Eswatini,SWZ,1830,,,,73480,
Ethiopia,ETH,1830,,,,13904865,
Europe,,1830,,,,243965014,
Faeroe Islands,FRO,1830,,,,3098,
Falkland Islands,FLK,1830,,,,1715,
Fiji,FJI,1830,,,,137571,
Finland,FIN,1830,,,,1356050,
France,FRA,1830,39.59,1898,,33267853,
French Guiana,GUF,1830,,,,7196,
Gabon,GAB,1830,,,,195356,
Gambia,GMB,1830,,,,106126,
Georgia,GEO,1830,,,,1174830,
Germany,DEU,1830,,,,28024082,
Ghana,GHA,1830,,,,2004304,
Greece,GRC,1830,,,,2534195,
Greenland,GRL,1830,,,,5595,
Grenada,GRD,1830,,,,30561,
Guadeloupe,GLP,1830,,,,145248,
Guatemala,GTM,1830,,,,648175,
Guinea,GIN,1830,,,,998646,
Guinea-Bissau,GNB,1830,,,,215584,
Guyana,GUY,1830,,,,127648,
Haiti,HTI,1830,,,,788604,
Honduras,HND,1830,,,,185645,
Hong Kong,HKG,1830,,,,23754,
Hungary,HUN,1830,,,,4460196,
Iceland,ISL,1830,,,,59173,
India,IND,1830,,,,217580116,
Indonesia,IDN,1830,,822,,18460171,
Iran,IRN,1830,,,,6859592,
Iraq,IRQ,1830,,,,1143033,
Ireland,IRL,1830,,,,7812138,
Israel,ISR,1830,,,,209954,
Italy,ITA,1830,,2657,,21513909,
Jamaica,JAM,1830,,,,388819,
Japan,JPN,1830,,,,31329845,
Jordan,JOR,1830,,,,241767,
Kazakhstan,KAZ,1830,,,,2236717,
Kenya,KEN,1830,,,,3016531,
Kiribati,KIR,1830,,,,18759,
Kuwait,KWT,1830,,,,81280,
Kyrgyzstan,KGZ,1830,,,,581119,
Laos,LAO,1830,,,,516781,
Latvia,LVA,1830,,,,695058,
Lebanon,LBN,1830,,,,356824,
Lesotho,LSO,1830,,,,238664,
Liberia,LBR,1830,,,,318958,
Libya,LBY,1830,,,,244892,
Liechtenstein,LIE,1830,,,,6230,
Lithuania,LTU,1830,,,,901892,
Luxembourg,LUX,1830,,,,167685,
Madagascar,MDG,1830,,,,1953749,
Malawi,MWI,1830,,,,1403351,
Malaysia,MYS,1830,,,,352258,
Maldives,MDV,1830,,,,44950,
Mali,MLI,1830,,,,1435702,
Malta,MLT,1830,,,,142294,
Marshall Islands,MHL,1830,,,,7338,
Martinique,MTQ,1830,,,,131000,
Mauritania,MRT,1830,,,,348314,
Mauritius,MUS,1830,,,,93899,
Mayotte,MYT,1830,,,,128,
Mexico,MEX,1830,,,,6432243,
Micronesia (country),FSM,1830,,,,17227,
Moldova,MDA,1830,,,,780779,
Monaco,MCO,1830,,,,8786,
Mongolia,MNG,1830,,,,628505,
Montenegro,MNE,1830,,,,148008,
Montserrat,MSR,1830,,,,10261,
Morocco,MAR,1830,,,,2740747,
Mozambique,MOZ,1830,,,,2755630,
Myanmar,MMR,1830,,,,3642661,
Namibia,NAM,1830,,,,153503,
Nauru,NRU,1830,,,,1850,
Nepal,NPL,1830,,,,4032104,
Netherlands,NLD,1830,,3038,,2628686,
Netherlands Antilles,ANT,1830,,,,19704,
New Caledonia,NCL,1830,,,,42043,
New Zealand,NZL,1830,,,,97922,
Nicaragua,NIC,1830,,,,218186,
Niger,NER,1830,,,,899109,
Nigeria,NGA,1830,,,,12562702,
North America,,1830,,,,25633679,
North Korea,PRK,1830,,,,4377706,
North Macedonia,MKD,1830,,,,427796,
Norway,NOR,1830,,1441,,1120917,
Oceania,,1830,,,,1585505,
Oman,OMN,1830,,,,327249,
Pakistan,PAK,1830,,,,14107416,
Palau,PLW,1830,,,,4066,
Palestine,PSE,1830,,,,165944,
Panama,PAN,1830,,,,93957,
Papua New Guinea,PNG,1830,,,,757751,
Paraguay,PRY,1830,,,,192886,
Peru,PER,1830,,669,,1408988,
Philippines,PHL,1830,,,,2596360,
Poland,POL,1830,,942,,11222331,
Portugal,PRT,1830,,1721,,3491548,
Puerto Rico,PRI,1830,,,,299428,
Qatar,QAT,1830,,,,14092,
Reunion,REU,1830,,,,88999,
Romania,ROU,1830,,,,6886676,
Russia,RUS,1830,,,,34361978,
Rwanda,RWA,1830,,,,1093278,
Saint Kitts and Nevis,KNA,1830,,,,20402,
Saint Lucia,LCA,1830,,,,24000,
Saint Pierre and Miquelon,SPM,1830,,,,4140,
Saint Vincent and the Grenadines,VCT,1830,,,,27118,
Samoa,WSM,1830,,,,47059,
San Marino,SMR,1830,,,,5933,
Sao Tome and Principe,STP,1830,,,,24396,
Saudi Arabia,SAU,1830,,,,2138229,
Senegal,SEN,1830,,,,983109,
Serbia,SRB,1830,,,,2104247,
Seychelles,SYC,1830,,,,12968,
Sierra Leone,SLE,1830,,,,789048,
Singapore,SGP,1830,,,,36954,
Slovakia,SVK,1830,,,,2221395,
Slovenia,SVN,1830,,,,512728,
Solomon Islands,SLB,1830,,,,63475,
Somalia,SOM,1830,,,,1138709,
South Africa,ZAF,1830,,,,1934209,
South America,,1830,,,,13105738,
South Korea,KOR,1830,,,,9444739,
South Sudan,SSD,1830,,,,1103246,
Spain,ESP,1830,,,,13041601,
Sri Lanka,LKA,1830,,,,1483672,
Sudan,SDN,1830,,,,4289105,
Suriname,SUR,1830,,,,82195,
Svalbard and Jan Mayen,SJM,1830,,,,643,
Sweden,SWE,1830,40.939999,1468,,2871282,
Switzerland,CHE,1830,,,,2100034,
Syria,SYR,1830,,,,1382774,
Taiwan,TWN,1830,,,,2064942,
Tajikistan,TJK,1830,,,,511305,
Tanzania,TZA,1830,,,,3681993,
Thailand,THA,1830,,,,4846274,
Timor,TLS,1830,,,,156567,
Togo,TGO,1830,,,,465340,
Tonga,TON,1830,,,,18539,
Trinidad and Tobago,TTO,1830,,,,66045,
Tunisia,TUN,1830,,,,948016,
Turkey,TUR,1830,,,,10396585,
Turkmenistan,TKM,1830,,,,402373,
Turks and Caicos Islands,TCA,1830,,,,201,
Tuvalu,TUV,1830,,,,2622,
Uganda,UGA,1830,,,,2356004,
Ukraine,UKR,1830,,,,12289274,
United Arab Emirates,ARE,1830,,,,40153,
United Kingdom,GBR,1830,,3550,,24105348,
United States,USA,1830,,3039,,13245133,
United States Virgin Islands,VIR,1830,,,,20334,
Uruguay,URY,1830,,,,73700,
Uzbekistan,UZB,1830,,,,2102902,
Vanuatu,VUT,1830,,,,30648,
Vatican,VAT,1830,,,,905,
Venezuela,VEN,1830,,1922,,893324,
Vietnam,VNM,1830,,,,6361984,
Western Europe,,1830,,2384,,,
Western Sahara,ESH,1830,,,,758,
World,OWID_WRL,1830,,,,1166619859,
Yemen,YEM,1830,,,,2640627,
Zambia,ZMB,1830,,,,1177050,
Zimbabwe,ZWE,1830,,,,922676,
Afghanistan,AFG,1829,,,,3414520,
Africa,,1829,,,,90573904,
Albania,ALB,1829,,,,455027,
Algeria,DZA,1829,,,,2732999,
Andorra,AND,1829,,,,2828,
Angola,AGO,1829,,,,1787606,
Antigua and Barbuda,ATG,1829,,,,37000,
Argentina,ARG,1829,,,,623653,
Armenia,ARM,1829,,,,448780,
Asia,,1829,,,,787487402,
Australia,AUS,1829,,1114,,332089,
Austria,AUT,1829,,,,3520820,
Azerbaijan,AZE,1829,,,,955441,
Bahamas,BHS,1829,,,,27543,
Bahrain,BHR,1829,,,,64474,
Bangladesh,BGD,1829,,,,20778026,
Barbados,BRB,1829,,,,95247,
Belarus,BLR,1829,,,,2557094,
Belgium,BEL,1829,,,,3717143,
Belize,BLZ,1829,,,,25632,
Benin,BEN,1829,,,,679497,
Bhutan,BTN,1829,,,,375015,
Bolivia,BOL,1829,,,,1175966,
Bosnia and Herzegovina,BIH,1829,,,,900250,
Botswana,BWA,1829,,,,108366,
Brazil,BRA,1829,,,,5195686,
Brunei,BRN,1829,,,,2738,
Bulgaria,BGR,1829,,,,2276590,
Burkina Faso,BFA,1829,,,,1719264,
Burundi,BDI,1829,,,,1029268,
Cambodia,KHM,1829,,,,2132952,
Cameroon,CMR,1829,,,,2095910,
Canada,CAN,1829,,,,1129501,
Cape Verde,CPV,1829,,,,61273,
Central African Republic,CAF,1829,,,,585319,
Chad,TCD,1829,,,,1628585,
Chile,CHL,1829,,932,,943821,
China,CHN,1829,,,,405607878,
Colombia,COL,1829,,,,1625412,
Comoros,COM,1829,,,,57418,
Congo,COG,1829,,,,363146,
Costa Rica,CRI,1829,,,,76344,
Cote d'Ivoire,CIV,1829,,,,1071826,
Croatia,HRV,1829,,,,1328775,
Cuba,CUB,1829,,787,,949773,
Cyprus,CYP,1829,,,,184973,
Czechia,CZE,1829,,,,5920116,
Democratic Republic of Congo,COD,1829,,,,5938629,
Denmark,DNK,1829,,2110,,1259939,
Djibouti,DJI,1829,,,,27121,
Dominica,DMA,1829,,,,20848,
Dominican Republic,DOM,1829,,,,103275,
Ecuador,ECU,1829,,,,579298,
Egypt,EGY,1829,,,,4318677,
El Salvador,SLV,1829,,,,278762,
Equatorial Guinea,GNQ,1829,,,,87917,
Eritrea,ERI,1829,,,,296909,
Estonia,EST,1829,,,,372376,
Eswatini,SWZ,1829,,,,73866,
Ethiopia,ETH,1829,,,,13718233,
Europe,,1829,,,,241922614,
Fiji,FJI,1829,,,,137331,
Finland,FIN,1829,,,,1340699,
France,FRA,1829,39.400002,1946,,33079302,
Gabon,GAB,1829,,,,191289,
Gambia,GMB,1829,,,,105838,
Georgia,GEO,1829,,,,1164147,
Germany,DEU,1829,,,,27709637,
Ghana,GHA,1829,,,,2005474,
Greece,GRC,1829,,,,2511078,
Grenada,GRD,1829,,,,30444,
Guatemala,GTM,1829,,,,642655,
Guinea,GIN,1829,,,,997168,
Guinea-Bissau,GNB,1829,,,,215841,
Guyana,GUY,1829,,,,131057,
Haiti,HTI,1829,,,,781790,
Honduras,HND,1829,,,,179842,
Hong Kong,HKG,1829,,,,23377,
Hungary,HUN,1829,,,,4427757,
Iceland,ISL,1829,,,,59395,
India,IND,1829,,,,216706839,
Indonesia,IDN,1829,,834,,18312632,
Iran,IRN,1829,,,,6829041,
Iraq,IRQ,1829,,,,1137931,
Ireland,IRL,1829,,,,7746740,
Israel,ISR,1829,,,,209954,
Italy,ITA,1829,,2696,,21376294,
Jamaica,JAM,1829,,,,390020,
Japan,JPN,1829,,,,31296707,
Jordan,JOR,1829,,,,239171,
Kazakhstan,KAZ,1829,,,,2216378,
Kenya,KEN,1829,,,,3000624,
Kiribati,KIR,1829,,,,18669,
Kuwait,KWT,1829,,,,81280,
Kyrgyzstan,KGZ,1829,,,,575834,
Laos,LAO,1829,,,,511905,
Latvia,LVA,1829,,,,683847,
Lebanon,LBN,1829,,,,354262,
Lesotho,LSO,1829,,,,242195,
Liberia,LBR,1829,,,,318412,
Libya,LBY,1829,,,,243722,
Liechtenstein,LIE,1829,,,,6186,
Lithuania,LTU,1829,,,,888757,
Luxembourg,LUX,1829,,,,164448,
Madagascar,MDG,1829,,,,1924863,
Malawi,MWI,1829,,,,1373567,
Malaysia,MYS,1829,,,,345129,
Maldives,MDV,1829,,,,44686,
Mali,MLI,1829,,,,1432439,
Malta,MLT,1829,,,,141450,
Marshall Islands,MHL,1829,,,,7171,
Mauritania,MRT,1829,,,,351611,
Mauritius,MUS,1829,,,,92786,
Mexico,MEX,1829,,,,6418962,
Micronesia (country),FSM,1829,,,,17144,
Moldova,MDA,1829,,,,773679,
Monaco,MCO,1829,,,,8681,
Mongolia,MNG,1829,,,,627548,
Montenegro,MNE,1829,,,,145715,
Morocco,MAR,1829,,,,2735529,
Mozambique,MOZ,1829,,,,2681454,
Myanmar,MMR,1829,,,,3628764,
Namibia,NAM,1829,,,,155564,
Nauru,NRU,1829,,,,1848,
Nepal,NPL,1829,,,,4016738,
Netherlands,NLD,1829,,3325,,2600166,
New Zealand,NZL,1829,,,,99299,
Nicaragua,NIC,1829,,,,214736,
Niger,NER,1829,,,,894618,
Nigeria,NGA,1829,,,,12515753,
North America,,1829,,,,24511843,
North Korea,PRK,1829,,,,4374425,
North Macedonia,MKD,1829,,,,424063,
Norway,NOR,1829,,,,1106700,
Oceania,,1829,,,,1536429,
Oman,OMN,1829,,,,326312,
Pakistan,PAK,1829,,,,14061111,
Palau,PLW,1829,,,,4047,
Palestine,PSE,1829,,,,165944,
Panama,PAN,1829,,,,93279,
Papua New Guinea,PNG,1829,,,,757465,
Paraguay,PRY,1829,,,,187216,
Peru,PER,1829,,660,,1379678,
Philippines,PHL,1829,,,,2550984,
Poland,POL,1829,,953,,11140095,
Portugal,PRT,1829,,1647,,3471354,
Qatar,QAT,1829,,,,14092,
Romania,ROU,1829,,,,6835250,
Russia,RUS,1829,,,,34061195,
Rwanda,RWA,1829,,,,1075576,
Saint Kitts and Nevis,KNA,1829,,,,20058,
Saint Lucia,LCA,1829,,,,24000,
Saint Vincent and the Grenadines,VCT,1829,,,,26981,
Samoa,WSM,1829,,,,47067,
San Marino,SMR,1829,,,,5887,
Sao Tome and Principe,STP,1829,,,,24224,
Saudi Arabia,SAU,1829,,,,2133460,
Senegal,SEN,1829,,,,985755,
Serbia,SRB,1829,,,,2108504,
Seychelles,SYC,1829,,,,12923,
Sierra Leone,SLE,1829,,,,789568,
Singapore,SGP,1829,,,,36193,
Slovakia,SVK,1829,,,,2213189,
Slovenia,SVN,1829,,,,508254,
Solomon Islands,SLB,1829,,,,62796,
Somalia,SOM,1829,,,,1124033,
South Africa,ZAF,1829,,1372,,1891940,
South America,,1829,,,,12866192,
South Korea,KOR,1829,,,,9439753,
South Sudan,SSD,1829,,,,1098508,
Spain,ESP,1829,,,,12955253,
Sri Lanka,LKA,1829,,,,1454145,
Sudan,SDN,1829,,,,4270687,
Suriname,SUR,1829,,,,82047,
Sweden,SWE,1829,36.16,1506,,2842832,
Switzerland,CHE,1829,,,,2088366,
Syria,SYR,1829,,,,1378129,
Taiwan,TWN,1829,,,,2058694,
Tajikistan,TJK,1829,,,,506655,
Tanzania,TZA,1829,,,,3609849,
Thailand,THA,1829,,,,4827841,
Timor,TLS,1829,,,,154523,
Togo,TGO,1829,,,,463368,
Tonga,TON,1829,,,,18543,
Trinidad and Tobago,TTO,1829,,,,65414,
Tunisia,TUN,1829,,,,940454,
Turkey,TUR,1829,,,,10363878,
Turkmenistan,TKM,1829,,,,398714,
Tuvalu,TUV,1829,,,,2610,
Uganda,UGA,1829,,,,2329244,
Ukraine,UKR,1829,,,,12177526,
United Arab Emirates,ARE,1829,,,,40153,
United Kingdom,GBR,1829,,3443,,23823479,
United States,USA,1829,,2833,,12879737,
Uruguay,URY,1829,,,,71581,
Uzbekistan,UZB,1829,,,,2083780,
Vanuatu,VUT,1829,,,,30350,
Vatican,VAT,1829,,,,905,
Venezuela,VEN,1829,,,,870777,
Vietnam,VNM,1829,,,,6380643,
World,OWID_WRL,1829,,,,1158898384,
Yemen,YEM,1829,,,,2635826,
Zambia,ZMB,1829,,,,1159353,
Zimbabwe,ZWE,1829,,,,937846,
Afghanistan,AFG,1828,,,,3399313,
Africa,,1828,,,,89766472,
Albania,ALB,1828,,,,452988,
Algeria,DZA,1828,,,,2728076,
Andorra,AND,1828,,,,2808,
Angola,AGO,1828,,,,1761680,
Antigua and Barbuda,ATG,1828,,,,37000,
Argentina,ARG,1828,,,,612784,
Armenia,ARM,1828,,,,444699,
Asia,,1828,,,,783646040,
Australia,AUS,1828,,1057,,330797,
Austria,AUT,1828,,,,3503619,
Azerbaijan,AZE,1828,,,,946753,
Bahamas,BHS,1828,,,,27522,
Bahrain,BHR,1828,,,,64474,
Bangladesh,BGD,1828,,,,20690146,
Barbados,BRB,1828,,,,93644,
Belarus,BLR,1828,,,,2533842,
Belgium,BEL,1828,,,,3684841,
Belize,BLZ,1828,,,,25620,
Benin,BEN,1828,,,,674591,
Bhutan,BTN,1828,,,,376897,
Bolivia,BOL,1828,,,,1167280,
Bosnia and Herzegovina,BIH,1828,,,,894738,
Botswana,BWA,1828,,,,108779,
Brazil,BRA,1828,,,,5114382,
Brunei,BRN,1828,,,,2687,
Bulgaria,BGR,1828,,,,2266462,
Burkina Faso,BFA,1828,,,,1713199,
Burundi,BDI,1828,,,,1013946,
Cambodia,KHM,1828,,,,2128137,
Cameroon,CMR,1828,,,,2068332,
Canada,CAN,1828,,,,1089308,
Cape Verde,CPV,1828,,,,60630,
Central African Republic,CAF,1828,,,,572516,
Chad,TCD,1828,,,,1621378,
Chile,CHL,1828,,910,,923344,
China,CHN,1828,,,,403260312,
Colombia,COL,1828,,,,1578494,
Comoros,COM,1828,,,,57298,
Congo,COG,1828,,,,357395,
Costa Rica,CRI,1828,,,,74772,
Cote d'Ivoire,CIV,1828,,,,1073669,
Croatia,HRV,1828,,,,1317179,
Cuba,CUB,1828,,,,912537,
Cyprus,CYP,1828,,,,184953,
Czechia,CZE,1828,,,,5844434,
Democratic Republic of Congo,COD,1828,,,,5847250,
Denmark,DNK,1828,,2163,,1248591,
Djibouti,DJI,1828,,,,26611,
Dominica,DMA,1828,,,,20747,
Dominican Republic,DOM,1828,,,,101585,
Ecuador,ECU,1828,,,,569916,
Egypt,EGY,1828,,,,4304648,
El Salvador,SLV,1828,,,,275169,
Equatorial Guinea,GNQ,1828,,,,87047,
Eritrea,ERI,1828,,,,284992,
Estonia,EST,1828,,,,367925,
Eswatini,SWZ,1828,,,,74255,
Ethiopia,ETH,1828,,,,13542234,
Europe,,1828,,,,239871553,
Fiji,FJI,1828,,,,137090,
Finland,FIN,1828,,,,1322872,
France,FRA,1828,37.560001,1897,,32880842,
Gabon,GAB,1828,,,,187308,
Gambia,GMB,1828,,,,105550,
Georgia,GEO,1828,,,,1153561,
Germany,DEU,1828,,,,27390685,
Ghana,GHA,1828,,,,2006645,
Greece,GRC,1828,,,,2488166,
Grenada,GRD,1828,,,,30327,
Guatemala,GTM,1828,,,,637182,
Guinea,GIN,1828,,,,995692,
Guinea-Bissau,GNB,1828,,,,216098,
Guyana,GUY,1828,,,,134558,
Haiti,HTI,1828,,,,775035,
Honduras,HND,1828,,,,174221,
Hong Kong,HKG,1828,,,,23021,
Hungary,HUN,1828,,,,4395554,
Iceland,ISL,1828,,,,59618,
India,IND,1828,,,,215837067,
Indonesia,IDN,1828,,858,,18170845,
Iran,IRN,1828,,,,6798626,
Iraq,IRQ,1828,,,,1132851,
Ireland,IRL,1828,,,,7676819,
Israel,ISR,1828,,,,209954,
Italy,ITA,1828,,2703,,21239568,
Jamaica,JAM,1828,,,,391226,
Japan,JPN,1828,,,,31263603,
Jordan,JOR,1828,,,,236603,
Kazakhstan,KAZ,1828,,,,2196224,
Kenya,KEN,1828,,,,2984801,
Kiribati,KIR,1828,,,,18579,
Kuwait,KWT,1828,,,,81280,
Kyrgyzstan,KGZ,1828,,,,570598,
Laos,LAO,1828,,,,507076,
Latvia,LVA,1828,,,,672817,
Lebanon,LBN,1828,,,,351719,
Lesotho,LSO,1828,,,,245779,
Liberia,LBR,1828,,,,317867,
Libya,LBY,1828,,,,242606,
Liechtenstein,LIE,1828,,,,6142,
Lithuania,LTU,1828,,,,875813,
Luxembourg,LUX,1828,,,,160513,
Madagascar,MDG,1828,,,,1896405,
Malawi,MWI,1828,,,,1344414,
Malaysia,MYS,1828,,,,338144,
Maldives,MDV,1828,,,,44424,
Mali,MLI,1828,,,,1429183,
Malta,MLT,1828,,,,140611,
Marshall Islands,MHL,1828,,,,7008,
Mauritania,MRT,1828,,,,354940,
Mauritius,MUS,1828,,,,91981,
Mexico,MEX,1828,,,,6422547,
Micronesia (country),FSM,1828,,,,17062,
Moldova,MDA,1828,,,,766644,
Monaco,MCO,1828,,,,8577,
Mongolia,MNG,1828,,,,626593,
Montenegro,MNE,1828,,,,143458,
Morocco,MAR,1828,,,,2730320,
Mozambique,MOZ,1828,,,,2609274,
Myanmar,MMR,1828,,,,3614920,
Namibia,NAM,1828,,,,157653,
Nauru,NRU,1828,,,,1847,
Nepal,NPL,1828,,,,4001431,
Netherlands,NLD,1828,,3319,,2570438,
New Zealand,NZL,1828,,,,100000,
Nicaragua,NIC,1828,,,,211342,
Niger,NER,1828,,,,890363,
Nigeria,NGA,1828,,,,12468980,
North America,,1828,,,,24050385,
North Korea,PRK,1828,,,,4371146,
North Macedonia,MKD,1828,,,,420362,
Norway,NOR,1828,,,,1091595,
Oceania,,1828,,,,1533988,
Oman,OMN,1828,,,,325379,
Pakistan,PAK,1828,,,,14014958,
Palau,PLW,1828,,,,4027,
Palestine,PSE,1828,,,,165944,
Panama,PAN,1828,,,,92606,
Papua New Guinea,PNG,1828,,,,757179,
Paraguay,PRY,1828,,,,181712,
Peru,PER,1828,,674,,1362430,
Philippines,PHL,1828,,,,2506402,
Poland,POL,1828,,942,,11058462,
Portugal,PRT,1828,,1490,,3451420,
Qatar,QAT,1828,,,,14092,
Romania,ROU,1828,,,,6784208,
Russia,RUS,1828,,,,33776801,
Rwanda,RWA,1828,,,,1058161,
Saint Kitts and Nevis,KNA,1828,,,,19719,
Saint Lucia,LCA,1828,,,,24000,
Saint Vincent and the Grenadines,VCT,1828,,,,26845,
Samoa,WSM,1828,,,,47075,
San Marino,SMR,1828,,,,5842,
Sao Tome and Principe,STP,1828,,,,24054,
Saudi Arabia,SAU,1828,,,,2128701,
Senegal,SEN,1828,,,,988409,
Serbia,SRB,1828,,,,2112770,
Seychelles,SYC,1828,,,,12878,
Sierra Leone,SLE,1828,,,,790088,
Singapore,SGP,1828,,,,35448,
Slovakia,SVK,1828,,,,2205012,
Slovenia,SVN,1828,,,,503818,
Solomon Islands,SLB,1828,,,,62125,
Somalia,SOM,1828,,,,1109545,
South Africa,ZAF,1828,,,,1850595,
South America,,1828,,,,12646984,
South Korea,KOR,1828,,,,9434771,
South Sudan,SSD,1828,,,,1093948,
Spain,ESP,1828,,,,12869486,
Sri Lanka,LKA,1828,,,,1425206,
Sudan,SDN,1828,,,,4252959,
Suriname,SUR,1828,,,,81898,
Sweden,SWE,1828,37.720001,1486,,2813020,
Switzerland,CHE,1828,,,,2076753,
Syria,SYR,1828,,,,1373499,
Taiwan,TWN,1828,,,,2052769,
Tajikistan,TJK,1828,,,,502048,
Tanzania,TZA,1828,,,,3539119,
Thailand,THA,1828,,,,4809478,
Timor,TLS,1828,,,,152506,
Togo,TGO,1828,,,,461404,
Tonga,TON,1828,,,,18547,
Trinidad and Tobago,TTO,1828,,,,64790,
Tunisia,TUN,1828,,,,932953,
Turkey,TUR,1828,,,,10331273,
Turkmenistan,TKM,1828,,,,395088,
Tuvalu,TUV,1828,,,,2597,
Uganda,UGA,1828,,,,2302787,
Ukraine,UKR,1828,,,,12066794,
United Arab Emirates,ARE,1828,,,,40153,
United Kingdom,GBR,1828,41.43,3461,,23532788,
United States,USA,1828,,2930,,12522641,
Uruguay,URY,1828,,,,69522,
Uzbekistan,UZB,1828,,,,2064831,
Vanuatu,VUT,1828,,,,30055,
Vatican,VAT,1828,,,,905,
Venezuela,VEN,1828,,,,850664,
Vietnam,VNM,1828,,,,6399356,
World,OWID_WRL,1828,,,,1151515422,
Yemen,YEM,1828,,,,2631034,
Zambia,ZMB,1828,,,,1141922,
Zimbabwe,ZWE,1828,,,,953265,
Afghanistan,AFG,1827,,,,3384173,
Africa,,1827,,,,88981474,
Albania,ALB,1827,,,,450959,
Algeria,DZA,1827,,,,2723162,
Andorra,AND,1827,,,,2788,
Angola,AGO,1827,,,,1736131,
Antigua and Barbuda,ATG,1827,,,,37000,
Argentina,ARG,1827,,,,602355,
Armenia,ARM,1827,,,,440655,
Asia,,1827,,,,779315643,
Australia,AUS,1827,,1030,,331195,
Austria,AUT,1827,,,,3486512,
Azerbaijan,AZE,1827,,,,938144,
Bahamas,BHS,1827,,,,27500,
Bahrain,BHR,1827,,,,64474,
Bangladesh,BGD,1827,,,,20602639,
Barbados,BRB,1827,,,,92067,
Belarus,BLR,1827,,,,2510801,
Belgium,BEL,1827,,,,3652545,
Belize,BLZ,1827,,,,25608,
Benin,BEN,1827,,,,669719,
Bhutan,BTN,1827,,,,378788,
Bolivia,BOL,1827,,,,1158658,
Bosnia and Herzegovina,BIH,1827,,,,889260,
Botswana,BWA,1827,,,,109193,
Brazil,BRA,1827,,,,5034351,
Brunei,BRN,1827,,,,2639,
Bulgaria,BGR,1827,,,,2256379,
Burkina Faso,BFA,1827,,,,1707155,
Burundi,BDI,1827,,,,998851,
Cambodia,KHM,1827,,,,2123334,
Cameroon,CMR,1827,,,,2041117,
Canada,CAN,1827,,,,1050844,
Cape Verde,CPV,1827,,,,59993,
Central African Republic,CAF,1827,,,,559994,
Chad,TCD,1827,,,,1614203,
Chile,CHL,1827,,904,,902887,
China,CHN,1827,,,,400410677,
Colombia,COL,1827,,,,1526483,
Comoros,COM,1827,,,,57178,
Congo,COG,1827,,,,351735,
Costa Rica,CRI,1827,,,,73192,
Cote d'Ivoire,CIV,1827,,,,1075516,
Croatia,HRV,1827,,,,1305684,
Cuba,CUB,1827,,,,867122,
Cyprus,CYP,1827,,,,184933,
Czechia,CZE,1827,,,,5769720,
Democratic Republic of Congo,COD,1827,,,,5757277,
Denmark,DNK,1827,,2150,,1236504,
Djibouti,DJI,1827,,,,26110,
Dominica,DMA,1827,,,,20645,
Dominican Republic,DOM,1827,,,,99923,
Ecuador,ECU,1827,,,,560687,
Egypt,EGY,1827,,,,4290665,
El Salvador,SLV,1827,,,,271622,
Equatorial Guinea,GNQ,1827,,,,86185,
Eritrea,ERI,1827,,,,273553,
Estonia,EST,1827,,,,363528,
Eswatini,SWZ,1827,,,,74645,
Ethiopia,ETH,1827,,,,13376719,
Europe,,1827,,,,237808621,
Fiji,FJI,1827,,,,136851,
Finland,FIN,1827,,,,1302620,
France,FRA,1827,39.360001,1908,,32672585,
Gabon,GAB,1827,,,,183409,
Gambia,GMB,1827,,,,105263,
Georgia,GEO,1827,,,,1143071,
Germany,DEU,1827,,,,27067367,
Ghana,GHA,1827,,,,2007816,
Greece,GRC,1827,,,,2465457,
Grenada,GRD,1827,,,,30211,
Guatemala,GTM,1827,,,,631756,
Guinea,GIN,1827,,,,994218,
Guinea-Bissau,GNB,1827,,,,216356,
Guyana,GUY,1827,,,,138153,
Haiti,HTI,1827,,,,768339,
Honduras,HND,1827,,,,168776,
Hong Kong,HKG,1827,,,,22688,
Hungary,HUN,1827,,,,4363586,
Iceland,ISL,1827,,,,59841,
India,IND,1827,,,,214970784,
Indonesia,IDN,1827,,874,,18034751,
Iran,IRN,1827,,,,6768346,
Iraq,IRQ,1827,,,,1127794,
Ireland,IRL,1827,,,,7602453,
Israel,ISR,1827,,,,209954,
Italy,ITA,1827,,2734,,21103723,
Jamaica,JAM,1827,,,,392435,
Japan,JPN,1827,,,,31230535,
Jordan,JOR,1827,,,,234062,
Kazakhstan,KAZ,1827,,,,2176253,
Kenya,KEN,1827,,,,2969061,
Kiribati,KIR,1827,,,,18490,
Kuwait,KWT,1827,,,,81280,
Kyrgyzstan,KGZ,1827,,,,565410,
Laos,LAO,1827,,,,502291,
Latvia,LVA,1827,,,,661965,
Lebanon,LBN,1827,,,,349194,
Lesotho,LSO,1827,,,,249415,
Liberia,LBR,1827,,,,317323,
Libya,LBY,1827,,,,241544,
Liechtenstein,LIE,1827,,,,6098,
Lithuania,LTU,1827,,,,863057,
Luxembourg,LUX,1827,,,,155903,
Madagascar,MDG,1827,,,,1868367,
Malawi,MWI,1827,,,,1315881,
Malaysia,MYS,1827,,,,331300,
